FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,fips,LaborForce_CurrentMonth,LaborForce_01Month,LaborForce_02Month,LaborForce_03Month,LaborForce_04Month,LaborForce_05Month,LaborForce_06Month,LaborForce_07Month,LaborForce_08Month,LaborForce_09Month,LaborForce_10Month,LaborForce_11Month,LaborForce_12Month,LaborForce_13Month,Employed_CurrentMonth,Employed_01Month,Employed_02Month,Employed_03Month,Employed_04Month,Employed_05Month,Employed_06Month,Employed_07Month,Employed_08Month,Employed_09Month,Employed_10Month,Employed_11Month,Employed_12Month,Employed_13Month,Unemployed_CurrentMonth,Unemployed_01Month,Unemployed_02Month,Unemployed_03Month,Unemployed_04Month,Unemployed_05Month,Unemployed_06Month,Unemployed_07Month,Unemployed_08Month,Unemployed_09Month,Unemployed_10Month,Unemployed_11Month,Unemployed_12Month,Unemployed_13Month,PctUnemployed_CurrentMonth,PctUnemployed_01Month,PctUnemployed_02Month,PctUnemployed_03Month,PctUnemployed_04Month,PctUnemployed_05Month,PctUnemployed_06Month,PctUnemployed_07Month,PctUnemployed_08Month,PctUnemployed_09Month,PctUnemployed_10Month,PctUnemployed_11Month,PctUnemployed_12Month,PctUnemployed_13Month,CurrentMonth,P01Month,P02Month,P03Month,P04Month,P05Month,P06Month,P07Month,P08Month,P09Month,P10Month,P11Month,P12Month,P13Month,SHAPE_Length,SHAPE_Area
1906,01008542,37033,1101694778,8641803,Caswell County,North Carolina,37033,9772,10019,9979,9993,10034,9987,9909,9764,9847,9861,9931,9930,9975,9966,9286,9587,9507,9609,9616,9570,9515,9304,9356,9380,9479,9508,9516,9486,486,432,472,384,418,417,394,460,491,481,452,422,459,480,5,4.3,4.7,3.8,4.2,4.2,4,4.7,5,4.9,4.6,4.2,4.6,4.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.34559860330327,0.111533298838588
1907,01008543,37035,1039550834,37945134,Catawba County,North Carolina,37035,78052,80010,79609,79223,79794,80062,79613,79161,79770,80005,79553,79333,79758,79345,74985,77273,76630,76760,77186,77412,77079,76091,76586,76894,76706,76761,76789,76296,3067,2737,2979,2463,2608,2650,2534,3070,3184,3111,2847,2572,2969,3049,3.9,3.4,3.7,3.1,3.3,3.3,3.2,3.9,4,3.9,3.6,3.2,3.7,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.55403030120407,0.107251904734262
1908,01008544,37037,1765648430,70626784,Chatham County,North Carolina,37037,35405,36696,36241,35988,36302,36151,35986,35757,36207,35736,35821,35674,35719,36073,34099,35535,34980,34946,35216,35030,34928,34451,34857,34381,34600,34569,34446,34774,1306,1161,1261,1042,1086,1121,1058,1306,1350,1355,1221,1105,1273,1299,3.7,3.2,3.5,2.9,3,3.1,2.9,3.7,3.7,3.8,3.4,3.1,3.6,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.27179560138538,0.182870677882003
1909,01008545,37039,1179845619,28813485,Cherokee County,North Carolina,37039,11015,11192,11028,11057,11280,11230,11243,11050,11207,11279,11304,11255,11409,11318,10476,10699,10482,10633,10828,10786,10806,10524,10664,10736,10816,10804,10878,10742,539,493,546,424,452,444,437,526,543,543,488,451,531,576,4.9,4.4,5,3.8,4,4,3.9,4.8,4.8,4.8,4.3,4,4.7,5.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.90037243030536,0.119536066698198
1910,01025822,37041,447179930,157966162,Chowan County,North Carolina,37041,5400,5599,5563,5613,5565,5508,5435,5445,5654,5584,5602,5534,5539,5655,5149,5356,5304,5401,5339,5278,5211,5166,5371,5295,5331,5282,5267,5359,251,243,259,212,226,230,224,279,283,289,271,252,272,296,4.6,4.3,4.7,3.8,4.1,4.2,4.1,5.1,5,5.2,4.8,4.6,4.9,5.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.24992666971359,0.0468345957835343
1911,01008546,37043,556804505,15017755,Clay County,North Carolina,37043,4060,4149,4117,4133,4207,4204,4174,4078,4159,4179,4209,4151,4113,4109,3856,3973,3912,3968,4049,4036,4007,3872,3946,3968,4019,3989,3922,3908,204,176,205,165,158,168,167,206,213,211,190,162,191,201,5,4.2,5,4,3.8,4,4,5.1,5.1,5,4.5,3.9,4.6,4.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.4218348781927,0.0565008388099583
1912,01008547,37045,1202311340,10177696,Cleveland County,North Carolina,37045,48181,49665,49145,48725,49167,49292,48598,48253,48852,48652,48663,48671,48692,48959,45978,47721,46976,46946,47278,47473,46805,46182,46673,46564,46778,46937,46745,46929,2203,1944,2169,1779,1889,1819,1793,2071,2179,2088,1885,1734,1947,2030,4.6,3.9,4.4,3.7,3.8,3.7,3.7,4.3,4.5,4.3,3.9,3.6,4,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.56091496417518,0.120206028827631
1913,01026339,37047,2429722359,43711694,Columbus County,North Carolina,37047,22825,23266,23129,23137,23159,23273,23085,23175,23636,22841,22917,22610,22672,22521,21604,22118,21851,22121,22128,22226,22080,21964,22391,21655,21802,21603,21525,21302,1221,1148,1278,1016,1031,1047,1005,1211,1245,1186,1115,1007,1147,1219,5.3,4.9,5.5,4.4,4.5,4.5,4.4,5.2,5.3,5.2,4.9,4.5,5.1,5.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.97243814895289,0.242114982646136
1914,01026123,37049,1830014535,172777667,Craven County,North Carolina,37049,40593,42227,41953,41904,42109,42143,42152,42060,42939,42775,42079,41816,42118,41991,38841,40643,40209,40472,40589,40620,40655,40241,41027,40890,40359,40244,40311,40098,1752,1584,1744,1432,1520,1523,1497,1819,1912,1885,1720,1572,1807,1893,4.3,3.8,4.2,3.4,3.6,3.6,3.6,4.3,4.5,4.4,4.1,3.8,4.3,4.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.26717575832374,0.189357082497635
1915,01026124,37051,1690129718,15279291,Cumberland County,North Carolina,37051,125820,128711,128035,128172,128764,128898,128690,127416,128693,129667,129505,129023,129623,129201,118853,122411,121164,122502,122722,122862,122832,120468,121372,122649,123017,123078,122941,122175,6967,6300,6871,5670,6042,6036,5858,6948,7321,7018,6488,5945,6682,7026,5.5,4.9,5.4,4.4,4.7,4.7,4.6,5.5,5.7,5.4,5,4.6,5.2,5.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.22942637171257,0.16849162493276
1916,01026125,37053,678350084,685089722,Currituck County,North Carolina,37053,13732,14149,14038,14067,14102,14137,14132,14152,14427,14286,14036,14014,14078,14052,13165,13598,13456,13620,13656,13691,13691,13638,13895,13758,13545,13548,13519,13450,567,551,582,447,446,446,441,514,532,528,491,466,559,602,4.1,3.9,4.1,3.2,3.2,3.2,3.1,3.6,3.7,3.7,3.5,3.3,4,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.72188713136634,0.0786117707204187
1917,01026133,37055,992557887,3000513932,Dare County,North Carolina,37055,17856,17924,17690,17629,18789,19801,20965,22613,23487,22934,21133,19505,18172,18090,16531,16526,16193,16823,18065,19127,20291,21813,22628,22071,20291,18618,16966,16533,1325,1398,1497,806,724,674,674,800,859,863,842,887,1206,1557,7.4,7.8,8.5,4.6,3.9,3.4,3.2,3.5,3.7,3.8,4,4.5,6.6,8.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,4.39277644789215,0.118254210471992
1918,01008548,37057,1432727271,37436736,Davidson County,North Carolina,37057,80000,82222,81777,81266,81744,82602,82033,81295,82038,81962,81773,81570,81914,81713,76646,79240,78545,78610,78942,79786,79337,78056,78724,78721,78796,78844,78844,78535,3354,2982,3232,2656,2802,2816,2696,3239,3314,3241,2977,2726,3070,3178,4.2,3.6,4,3.3,3.4,3.4,3.3,4,4,4,3.6,3.3,3.7,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.93865403290037,0.146574754471505
1919,01008549,37059,682965396,7401507,Davie County,North Carolina,37059,20397,20984,20888,20761,20833,21039,20920,20730,20972,20909,20911,20829,20946,20908,19632,20295,20131,20143,20193,20389,20282,19949,20180,20131,20201,20201,20208,20136,765,689,757,618,640,650,638,781,792,778,710,628,738,772,3.8,3.3,3.6,3,3.1,3.1,3,3.8,3.8,3.7,3.4,3,3.5,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.4569909800322,0.0689450676048693
1920,01026132,37061,2110215814,14137851,Duplin County,North Carolina,37061,25264,26191,26004,25974,25538,25158,25195,24826,25951,25030,25753,25277,25402,25854,24168,25201,24897,25068,24623,24258,24312,23722,24822,23911,24713,24334,24319,24724,1096,990,1107,906,915,900,883,1104,1129,1119,1040,943,1083,1130,4.3,3.8,4.3,3.5,3.6,3.6,3.5,4.4,4.4,4.5,4,3.7,4.3,4.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.02452727357135,0.20960082643446
1921,01008550,37063,741994332,29467007,Durham County,North Carolina,37063,170484,175112,173514,171635,173168,173851,172846,172706,173250,171559,172081,171727,172441,172263,164333,169663,167530,166705,167907,168451,167627,166345,166670,165113,166083,166256,166311,165966,6151,5449,5984,4930,5261,5400,5219,6361,6580,6446,5998,5471,6130,6297,3.6,3.1,3.4,2.9,3,3.1,3,3.7,3.8,3.8,3.5,3.2,3.6,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.28548640208312,0.0771464484988264
1922,01008551,37065,1309064804,3715266,Edgecombe County,North Carolina,37065,20631,21477,21472,21462,21538,21468,21184,20931,21498,21178,21397,21296,21660,21875,19371,20340,20222,20434,20400,20310,20052,19616,20086,19832,20141,20087,20387,20520,1260,1137,1250,1028,1138,1158,1132,1315,1412,1346,1256,1209,1273,1355,6.1,5.3,5.8,4.8,5.3,5.4,5.3,6.3,6.6,6.4,5.9,5.7,5.9,6.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.78654861941916,0.131077503818339
1923,01008552,37067,1056221627,11712626,Forsyth County,North Carolina,37067,185407,190349,189471,188207,189341,191735,190453,189022,190517,190530,189926,189341,190382,189532,177924,183667,182136,182184,182990,185251,184139,181334,182513,182735,182800,182987,183093,182017,7483,6682,7335,6023,6351,6484,6314,7688,8004,7795,7126,6354,7289,7515,4,3.5,3.9,3.2,3.4,3.4,3.3,4.1,4.2,4.1,3.8,3.4,3.8,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.53035219697068,0.106920083335795
1924,01008553,37069,1273757138,7178583,Franklin County,North Carolina,37069,31328,32101,31784,31494,31688,31920,31685,31692,32049,31625,31454,31279,31488,31361,29966,30895,30483,30435,30574,30766,30560,30323,30633,30246,30192,30124,30170,29997,1362,1206,1301,1059,1114,1154,1125,1369,1416,1379,1262,1155,1318,1364,4.3,3.8,4.1,3.4,3.5,3.6,3.6,4.3,4.4,4.4,4,3.7,4.2,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.77521208433727,0.128168876580726
1925,01008554,37071,921386282,20552442,Gaston County,North Carolina,37071,110680,113505,112853,112328,112797,113356,112459,112516,113075,112581,111389,110866,111526,110659,105831,109177,108128,108414,108584,109380,108603,107904,108294,107932,107114,106937,107106,106123,4849,4328,4725,3914,4213,3976,3856,4612,4781,4649,4275,3929,4420,4536,4.4,3.8,4.2,3.5,3.7,3.5,3.4,4.1,4.2,4.1,3.8,3.5,4,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.56396168859794,0.0933385436316393
1926,01026126,37073,882181716,13292008,Gates County,North Carolina,37073,5218,5357,5332,5351,5339,5341,5345,5360,5507,5419,5365,5335,5357,5342,4984,5146,5104,5163,5145,5145,5150,5127,5270,5180,5144,5134,5130,5109,234,211,228,188,194,196,195,233,237,239,221,201,227,233,4.5,3.9,4.3,3.5,3.6,3.7,3.6,4.3,4.3,4.4,4.1,3.8,4.2,4.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.40475313180424,0.0900090293529571
1927,01008555,37075,756189024,25057776,Graham County,North Carolina,37075,3060,3091,3116,3119,3181,3261,3280,3280,3383,3359,3306,3231,3264,3200,2863,2893,2878,2952,3029,3114,3133,3110,3194,3173,3129,3072,3074,2986,197,198,238,167,152,147,147,170,189,186,177,159,190,214,6.4,6.4,7.6,5.4,4.8,4.5,4.5,5.2,5.6,5.5,5.4,4.9,5.8,6.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.47503820358944,0.077467751838094
1928,01008556,37077,1377850155,14503653,Granville County,North Carolina,37077,29815,30494,30368,29981,30052,30203,30080,29968,30312,30134,30429,30324,30594,30512,28734,29522,29288,29118,29128,29278,29167,28881,29172,29027,29390,29370,29530,29409,1081,972,1080,863,924,925,913,1087,1140,1107,1039,954,1064,1103,3.6,3.2,3.6,2.9,3.1,3.1,3,3.6,3.8,3.7,3.4,3.1,3.5,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.70935837939949,0.139704819907488
1929,01008557,37079,690839648,1228821,Greene County,North Carolina,37079,9396,9708,9668,9673,9584,9450,9494,9221,9611,9443,9789,9611,9677,9801,9020,9366,9299,9378,9260,9128,9180,8834,9188,9027,9407,9273,9308,9417,376,342,369,295,324,322,314,387,423,416,382,338,369,384,4,3.5,3.8,3,3.4,3.4,3.3,4.2,4.4,4.4,3.9,3.5,3.8,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.2670896692321,0.0687378053398452
1930,01008558,37081,1672939034,30330023,Guilford County,North Carolina,37081,258774,265470,264044,264438,266867,267697,265865,264275,264486,264926,265923,265038,266341,265002,247328,255220,252825,255358,257121,257740,256117,252474,252083,253072,255082,255292,255226,253477,11446,10250,11219,9080,9746,9957,9748,11801,12403,11854,10841,9746,11115,11525,4.4,3.9,4.2,3.4,3.7,3.7,3.7,4.5,4.7,4.5,4.1,3.7,4.2,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.68760989996919,0.170419987802373
1931,01008559,37083,1874472932,16919664,Halifax County,North Carolina,37083,20249,20703,20563,20406,20476,20513,20307,20214,20541,20630,20624,20498,20712,20658,18956,19483,19245,19341,19317,19377,19217,18974,19235,19410,19497,19460,19556,19427,1293,1220,1318,1065,1159,1136,1090,1240,1306,1220,1127,1038,1156,1231,6.4,5.9,6.4,5.2,5.7,5.5,5.4,6.1,6.4,5.9,5.5,5.1,5.6,6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.76504917420833,0.189665442709635
1932,01008560,37085,1541100224,16378002,Harnett County,North Carolina,37085,52964,54311,53710,53579,54175,54280,53923,53252,53678,53836,53717,53539,53651,53680,50419,52033,51269,51546,52020,52067,51739,50620,50862,51115,51190,51274,51074,51013,2545,2278,2441,2033,2155,2213,2184,2632,2816,2721,2527,2265,2577,2667,4.8,4.2,4.5,3.8,4,4.1,4.1,4.9,5.2,5.1,4.7,4.2,4.8,5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.85133146863245,0.154472929063406
1933,01008561,37087,1433713829,2438478,Haywood County,North Carolina,37087,29281,30431,30249,30201,30458,30637,30392,30139,30515,30424,30233,30141,30249,30215,28134,29378,29108,29314,29564,29729,29511,29036,29412,29299,29193,29195,29138,29056,1147,1053,1141,887,894,908,881,1103,1103,1125,1040,946,1111,1159,3.9,3.5,3.8,2.9,2.9,3,2.9,3.7,3.6,3.7,3.4,3.1,3.7,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.0494463901516,0.142766188172207
1934,01008562,37089,965918074,5547623,Henderson County,North Carolina,37089,53789,55896,55583,55618,56053,56347,55879,55343,56233,55947,55688,55446,55565,55579,51794,54149,53643,54041,54452,54663,54288,53366,54212,53898,53786,53760,53634,53581,1995,1747,1940,1577,1601,1684,1591,1977,2021,2049,1902,1686,1931,1998,3.7,3.1,3.5,2.8,2.9,3,2.8,3.6,3.6,3.7,3.4,3,3.5,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.80875499211869,0.0963134053773988
1935,01026127,37091,914689324,18737419,Hertford County,North Carolina,37091,9055,9254,9187,9195,9202,9239,9172,9089,9276,9183,9289,9207,9347,9289,8549,8784,8687,8811,8790,8820,8751,8564,8703,8647,8805,8774,8855,8774,506,470,500,384,412,419,421,525,573,536,484,433,492,515,5.6,5.1,5.4,4.2,4.5,4.5,4.6,5.8,6.2,5.8,5.2,4.7,5.3,5.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.85428494238915,0.0934193229896622
1936,01008563,37093,1010416546,3941216,Hoke County,North Carolina,37093,19809,20345,20230,20265,20321,20301,20287,20005,20318,20409,20418,20312,20402,20397,18747,19362,19157,19381,19393,19354,19364,18958,19197,19330,19431,19421,19384,19334,1062,983,1073,884,928,947,923,1047,1121,1079,987,891,1018,1063,5.4,4.8,5.3,4.4,4.6,4.7,4.5,5.2,5.5,5.3,4.8,4.4,5,5.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.63112921561467,0.100179403806459
1937,01008564,37095,1585966935,2192929400,Hyde County,North Carolina,37095,1750,1814,1826,1844,1944,1976,1916,2036,2218,2193,2091,1957,1810,1882,1521,1573,1563,1655,1737,1795,1806,1919,2086,2059,1956,1798,1605,1651,229,241,263,189,207,181,110,117,132,134,135,159,205,231,13.1,13.3,14.4,10.2,10.6,9.2,5.7,5.7,6,6.1,6.5,8.1,11.3,12.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.32536533415091,0.192985772951108
1938,01008565,37097,1487420594,59920122,Iredell County,North Carolina,37097,89023,91505,90901,90564,90819,91312,90628,90548,91151,90623,89816,89306,89837,89260,85476,88282,87420,87683,87772,88285,87695,87054,87572,87149,86587,86405,86510,85861,3547,3223,3481,2881,3047,3027,2933,3494,3579,3474,3229,2901,3327,3399,4,3.5,3.8,3.2,3.4,3.3,3.2,3.9,3.9,3.8,3.6,3.2,3.7,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.91799928817252,0.154295471609705
1939,01008566,37099,1271961083,9754330,Jackson County,North Carolina,37099,19308,19682,19219,19755,20193,20508,20530,20415,20312,19916,20102,19637,19598,19539,18409,18865,18352,19098,19512,19793,19839,19542,19373,19003,19260,18885,18686,18581,899,817,867,657,681,715,691,873,939,913,842,752,912,958,4.7,4.2,4.5,3.3,3.4,3.5,3.4,4.3,4.6,4.6,4.2,3.8,4.7,4.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.97016735366799,0.126997437032236
