Categories,Created,Description,Experience ID,Participant ID,Sources,Tag,Workshop,0,Categories-Access,Categories-Career,Categories-Compensation,Categories-Interactions,Categories-Learning,Categories-Life,Categories-Recognition,Categories-Respect,Categories-Skills,Sources-Customers,Sources-HR,Sources-Leadership,Sources-Manager,Sources-Peers,Sources-Policy,Sources-Reports
"compensation,career",6/11/2020 20:41,"Over the past 5 years, my reputation with the firms has grown. I have even been invited to conferences in my area of expertise. But, within *company*, sadly, I have faced lower compensation (IC has been continuously incrementally decreased over the past 4 years), have been demoted by one grade, and my net level in post-transformation is one level lower. One way this was achieved was by, for example, by citing me in my annual evaluation (2018) for asking a question in the Town Hall meeting held by the newly appointed head of the group. It was argued that I was ""disrespectful"". And that the senior leaders of the division were uncomfortable! Just because I asked where we would be placed, and asked a followup. I wrote a rebuttal in my evaluation, but got no response either from the leadership of the division or HR. All that evaporated were parts of my IC and prospects upwards. Additionally, I have never been given the option of a ""skip level"" meeting, as I understand is common, and have never attended any calibration meetings, even though I was at that level. I am quite sure that if I was not of the ethnicity that I am, this would not have happened, but I cannot prove it. One can measure this easily, by observing that as one ascends the hierarchy in *company*, the experience does not play a role.",925,369,"leadership,hr,manager",,7,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
respect,6/23/2020 12:02,My customers disrespect me all the time.,927,377,customers,,3,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"respect,interactions",6/23/2020 12:02,Terrible experience with my peers. The make fun of my accent.,928,377,peers,,3,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/25/2020 19:43,"My manager calls me ""baby"" and I hate it",940,385,manager,,3,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
access,7/14/2020 15:16,I was not invited to the womens leadership development programme back when I was a more junior colleague,1035,444,leadership,,3,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"respect,interactions",7/24/2020 15:31,My boss always criticizes my taste in clothing.,1037,448,manager,,3,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"compensation,recognition",7/27/2020 13:46,I'm not paid as much as my younger male peer,1038,449,"hr,manager",,3,,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"access,respect",7/30/2020 22:40,I'm often interrupted or talked over during team meetings.,1039,450,"manager,peers",,3,,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"respect,interactions",6/23/2020 20:23,"I was recently in a meeting and tried to share some ideas I had, but kept being interrupted by my peers",929,379,"manager,peers",,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
respect,6/24/2020 14:51,Not being U.S.-born made me feel like a second-class citizen.,930,382,leadership,,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"respect,interactions",6/24/2020 14:51,"The head of our organization stopped and stared at me for an extended period of time while I was working. When I asked him what he was up to, he said ""just watching you work.""",931,381,leadership,,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
interactions,6/24/2020 14:52,I am in an interracial relationship and the head of our organization told me in a performance review that my partner and I should explore why we married one another.,932,381,leadership,,1,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"respect,interactions",6/24/2020 14:53,"I am fairly short, my manager is very tall. He often stands right in front of me in a way that is very intimidating.",933,382,manager,,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
career,6/24/2020 14:53,"I used to work for in hospitality, the company I worked for I requested to be made a manager of the spa at this particular inn. I said I don't need any additional pay and would take on all managerial responsibilities, just for the resume experience, but was repeatedly denied despite having all the necessary skills.",934,383,"leadership,manager,peers",,1,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"recognition,respect",6/24/2020 14:53,I shared an idea in a meeting and just a few minutes later another (male) colleague shared the same and they were given the credit for the idea.,935,381,peers,,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"respect,interactions",6/24/2020 14:53,People talk about sports during meetings but I don't follow sports and feel left out.,936,382,"manager,peers",,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
life,6/24/2020 14:54,"My partner was having surgery and when I asked the team if we could reschedule a meeting so I would join him in the hospital, they said ""no.""",937,381,peers,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
compensation,6/24/2020 14:55,"I managed the social media accounts for 6 properties owned by the same couple. I was expected to be taking photos, scheduling posts, writing copy, etc on top on my full time job with them, for what amounted to 600 a month in additional pay. This occupied every moment of my spare time and resulted in what equated to only a couple dollars an hour in off the book compensation.",938,383,"leadership,manager",,1,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
compensation,6/24/2020 14:55,"Because I am on a contract, I cannot accumulate sick time to carry forward year upon year like permanent staff. This can be useful if one is off sick for a long time and still be paid.",939,384,"policy,hr",,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"respect,interactions",7/1/2020 11:33,"English is my second language. Every time I say something wrong, my colleagues laugh and make fun of it.",945,388,"manager,peers,reports",,5,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
respect,7/1/2020 10:48,I get talked over at meetings,944,387,peers,,5,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",7/1/2020 11:38,My opinion is disregarded and on a number of occasions I have felt I have been subject to 'manplaining',971,402,"leadership,peers",,5,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
life,7/1/2020 11:37,"I often work overtime and am expected to do so, this impacts on my family and work life balance",958,394,leadership,,5,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"access,respect",7/1/2020 11:36,My opinion isn't valued in the same way as others,948,398,"leadership,manager",,5,,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"career,life,recognition,respect",7/1/2020 11:36,"Made to feel guilty protecting my non-working days when I am caring for my children

Had to withdraw from a senior position promotion as unwilling to consider it on a flexible basis",949,429,leadership,,5,,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
respect,7/1/2020 11:36,My line manager often clarifies what I mean after I have spoken to the others in the meeting.,950,389,manager,,5,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"access,skills",7/1/2020 11:36,I often feel unappreciated as aspects of my skill set is overlooked.,951,394,"leadership,peers",,5,,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"compensation,career",7/1/2020 11:37,Previous male dominated organisation - aggressiveness in meetings was commonplace and those who were willing to act in that way were more likely to be promoted or receive pay rises / benefits,952,392,leadership,,5,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
career,7/1/2020 11:39,"Compare against training and development opportunities, and subsequent promotions, given to colleague who is a personal connection of business owners",953,412,"leadership,manager",,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"respect,interactions",7/1/2020 11:37,Innuendo by male colleagues,954,399,"leadership,peers",,5,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
interactions,7/1/2020 11:37,I haven't been invited to Team drinks after work,955,395,"leadership,peers",,5,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"access,skills,interactions",7/1/2020 11:37,I often don't get heard when I share a new idea.,956,407,leadership,,5,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
career,7/1/2020 11:42,I was questioned about my future plans for a family in a career conversation,957,400,"leadership,manager",,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
recognition,7/1/2020 11:37,Ideas not accepted until presented by male colleague,959,404,manager,,5,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"skills,respect",7/1/2020 11:37,projects being given to younger members of the team,960,419,"leadership,manager",,5,,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"life,respect",7/1/2020 11:37,I'm often expected to work at weekends,962,417,"manager,peers",,5,,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
career,7/1/2020 11:37,lack of career development opportunities,963,393,manager,,5,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"access,skills,learning,career,recognition,respect",7/1/2020 11:37,I have less opportunities to be involved in projects or lead projects,964,410,"leadership,manager,peers",,5,,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0
"life,interactions",7/1/2020 11:37,In a performance review my relationship with my partner was brought up and I was told to explore why it was that we got married.,965,425,leadership,,5,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
access,7/1/2020 11:37,The focus of social events can be very stereotypically male (ie - golf day),966,414,leadership,,5,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"access,interactions",7/1/2020 11:37,There are occasional events that male colleagues are invited to that I don't get considered for,967,389,"leadership,manager",,5,,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"respect,interactions",7/1/2020 11:37,I am senior female leader but get asked to type up my notes. my male peers never get asked,968,396,leadership,,5,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
skills,7/1/2020 11:38,I have been asked to take notes in meetings,970,411,leadership,,5,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"access,career",7/1/2020 11:38,Not given the same interview process as a colleague interviewing for the same role (promotion),972,423,manager,,5,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
respect,7/1/2020 11:38,"a customer asked for the manager and I went to see him and he said 'No, I asked for the manager'",973,433,customers,,5,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"respect,interactions",7/1/2020 11:38,being talked over in meetings,974,419,leadership,,5,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"recognition,respect,interactions",7/1/2020 11:38,I experience lack of feedback and support,975,430,"manager,peers",,5,,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
"respect,interactions",7/1/2020 11:38,Talked over in meetings,976,390,peers,,5,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"skills,learning,recognition,respect,interactions",7/1/2020 11:41,"My ideas are often dismissed for various reasons. And later when someone else mentions them, they are taking into consideration because of workplace politics.",977,422,leadership,,5,,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0
"access,learning,career",7/1/2020 11:38,I missed out on a training opportunity that my peers were invited to,978,395,"leadership,hr,manager",,5,,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
respect,7/1/2020 11:38,I sometimes don't get given tasks because my supervisors don't think I have the skill set for them,979,413,leadership,,5,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
career,7/1/2020 11:38,I feel underpaid in my position compared to other career paths,980,394,policy,,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
respect,7/1/2020 11:38,rapporteur for meetings,981,404,peers,,5,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"skills,compensation,career,recognition,respect",7/1/2020 11:38,Being under-rated for performance because I worked part time (this was actually referred to by my manager as a reason for the rating rather than my perception),982,399,"leadership,manager",,5,,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
skills,7/1/2020 11:39,"Expectation (previous company) to perform well in social occasions, to network (I'm quite introverted!) probably because I'm female.....I would prefer the data assignment!",983,392,"leadership,manager",,5,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
career,7/1/2020 11:42,"Not considered or supported for senior opportunities. Told by my manager only saw me in my role, then later asked why I did not apply.",984,421,"leadership,manager",,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
career,7/1/2020 11:38,My male peer got promoted ahead of me even though i believe we have the same skill set,985,396,manager,,5,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"respect,interactions",7/1/2020 11:39,language can be derogatory or dismissive towards women. Often considered 'banter',986,414,peers,,5,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"access,skills",7/1/2020 11:39,being omitted from meetings where I can add value/experience,987,419,"leadership,manager",,5,,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
